whisky,meta_critic,stdev,count,cost,class,super_cluster,cluster,country,type
Gooderham & Worts Four Grain,8.69,0.26,10,$$,Rye-like,,,Canada,Blend
Gouden Carolus Single Malt,8.04,0.23,3,$$$$,SingleMalt-like,EF,E,Belgium,Malt
Grant's Blended Sherry Cask,7.95,0.19,5,$,Scotch-like,,,Scotland,Blend
Grant's Family Reserve Blended,7.64,0.66,13,$,Scotch-like,,,Scotland,Blend
Green Spot,8.49,0.38,16,$$$$,SingleMalt-like,EF,F,Ireland,Malt
Green Spot Chteau Loville Barton,8.82,0.35,7,$$$$,SingleMalt-like,ABC,C,Ireland,Blend
Hakushu 10yo,8.76,0.26,4,$$$,SingleMalt-like,GH,H,Japan,Malt
Hakushu 12yo,8.72,0.21,18,$$$$,SingleMalt-like,GH,H,Japan,Malt
Hakushu 18yo,8.73,0.32,8,$$$$$,SingleMalt-like,EF,F,Japan,Malt
Hakushu NAS,8.29,0.40,5,$$$,SingleMalt-like,GH,H,Japan,Malt
Hakushu Sherry Cask,8.98,0.43,7,$$$$$+,SingleMalt-like,ABC,B,Japan,Malt
Hakushu Single Malt Heavily Peated,8.79,0.33,12,$$$$$+,SingleMalt-like,I,I,Japan,Malt
Hazelburn 12yo (Springbank),8.64,0.24,15,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Hazelburn 8yo (Springbank),8.37,0.39,11,$$$$,SingleMalt-like,GH,G,Scotland,Malt
Heaven Hill 6yo BiB,8.46,0.03,4,$,Bourbon-like,,,USA,Bourbon
Heaven Hill Old Syle Bourbon (white label),7.86,0.45,5,$,Bourbon-like,,,USA,Bourbon
Heaven Hill Trybox Series New Make,8.20,0.28,3,$,Bourbon-like,,,USA,Bourbon
Henry McKenna 10yo Single Barrel BiB,8.82,0.21,9,$$,Bourbon-like,,,USA,Bourbon
Henry McKenna Straight Bourbon,8.08,0.06,3,$,Bourbon-like,,,USA,Bourbon
Hibiki 12yo,8.63,0.25,19,$$$$,SingleMalt-like,GH,G,Japan,Blend
Hibiki 17yo,8.72,0.32,14,$$$$$,SingleMalt-like,EF,E,Japan,Blend
Hibiki 21yo,9.11,0.25,8,$$$$$+,SingleMalt-like,EF,E,Japan,Blend
Hibiki Harmony,8.38,0.60,15,$$$$,SingleMalt-like,GH,G,Japan,Blend
High West American Prairie,8.23,0.83,5,$$$,Bourbon-like,,,USA,Bourbon
High West Bourye,8.87,0.23,7,$$$$,Rye-like,,,USA,Blend
High West Campfire,8.78,0.35,11,$$$$,Scotch-like,,,USA,Blend
High West Double Rye,8.70,0.29,13,$$,Rye-like,,,USA,Rye
High West Double Rye Campfire Barrel,8.50,0.28,4,$$$,Rye-like,,,USA,Rye
High West Midwinter Nights Dram Rye,9.11,0.19,11,$$$$$,Rye-like,,,USA,Rye
High West Rendezvous Rye,8.91,0.31,14,$$$$,Rye-like,,,USA,Rye
High West Rocky Mountain Rye 16yo,9.18,0.34,4,$$$$$,Rye-like,,,USA,Rye
High West Rocky Mountain Rye 21yo,9.14,0.24,7,$$$$$+,Rye-like,,,USA,Rye
High West Son of Bourye,8.42,0.42,10,$$$,Rye-like,,,USA,Blend
High West Yippee Ki-Yay,8.66,0.31,6,$$$$,Rye-like,,,USA,Rye
Highland Park 10yo,8.49,0.28,14,$$$,SingleMalt-like,I,I,Scotland,Malt
Highland Park 12yo (all reviews),8.67,0.21,23,$$$,SingleMalt-like,I,I,Scotland,Malt
Highland Park 12yo (reviews post-mid 2014),8.43,0.35,13,$$$,SingleMalt-like,I,I,Scotland,Malt
Highland Park 12yo (reviews pre-mid 2014),8.79,0.25,18,$$$,SingleMalt-like,I,I,Scotland,Malt
Highland Park 15yo,8.71,0.26,11,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 15yo Fire,8.80,0.40,7,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 15yo Freya,8.72,0.40,12,$$$$$+,SingleMalt-like,I,I,Scotland,Malt
Highland Park 15yo Loki,9.04,0.23,15,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 16yo Odin,9.09,0.26,7,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 16yo Thor,8.90,0.33,12,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 17yo Ice,8.69,0.28,8,$$$$$+,SingleMalt-like,I,I,Scotland,Malt
Highland Park 18yo,9.08,0.22,23,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 21yo,8.90,0.40,16,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 25yo,9.17,0.24,13,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 30yo,9.15,0.41,12,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park 40yo,9.16,0.43,10,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park Dark Origins,8.47,0.46,19,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Highland Park Einar,8.28,0.38,7,$$$,SingleMalt-like,I,I,Scotland,Malt
Highland Park Harald,8.29,0.41,12,$$$$,SingleMalt-like,GH,G,Scotland,Malt
Highland Park Sigurd,9.04,0.29,7,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Highland Park Svein,8.24,0.31,10,$$$,SingleMalt-like,GH,G,Scotland,Malt
Highwood Ninety 5yo,8.15,0.70,6,$,Rye-like,,,Canada,Blend
Highwood Ninety Rye 20yo,8.80,0.33,10,$$,Rye-like,,,Canada,Blend
Hiram Walker Special Old Rye,8.20,0.36,9,$,Rye-like,,,Canada,Blend
Ichiro's Malt Chichibu The First,8.49,0.37,12,$$$$$+,SingleMalt-like,GH,G,Japan,Malt
Ichiro's Malt Chichibu The Floor Malted,8.58,0.27,4,$$$$$+,SingleMalt-like,GH,G,Japan,Malt
Ichiro's Malt Chichibu The Peated,8.81,0.33,7,$$$$$+,SingleMalt-like,J,J,Japan,Malt
Ichiro's Malt Double Distilleries,8.67,0.27,6,$$$$$,SingleMalt-like,EF,E,Japan,Malt
Ichiro's Malt Mizunara Wood Reserve (MWR),8.23,0.54,7,$$$$$,SingleMalt-like,GH,H,Japan,Malt
Ichiro's Malt The Joker,9.25,0.20,4,$$$$$+,SingleMalt-like,EF,F,Japan,Malt
Ileach Peated Islay,8.37,0.27,7,$$,SingleMalt-like,J,J,Scotland,Malt
Ileach Peated Islay Cask Strength,8.82,0.35,9,$$$,SingleMalt-like,J,J,Scotland,Malt
Inchgower 14yo (F&F),8.67,0.46,7,$$$$,SingleMalt-like,GH,H,Scotland,Malt
Islay Mist 8yo,7.92,0.45,9,$,Scotch-like,,,Scotland,Blend
J&B Rare,7.10,0.99,10,$,Scotch-like,,,Scotland,Blend
J.P. Wisers 18yo,8.66,0.40,14,$$$,Rye-like,,,Canada,Blend
J.P. Wisers Red Letter,8.86,0.36,11,$$$$,Rye-like,,,Canada,Blend
J.P. Wisers Rye,7.99,0.45,8,$,Rye-like,,,Canada,Blend
J.P. Wiser's Deluxe,7.90,0.68,10,$,Rye-like,,,Canada,Blend
J.P. Wiser's Double Still Rye,8.35,0.36,8,$,Rye-like,,,Canada,Blend
J.P. Wiser's Hopped,8.06,0.53,5,$,Rye-like,,,Canada,Blend
J.P. Wiser's Last Barrels,8.80,0.27,7,$$$,Bourbon-like,,,Canada,Blend
J.P. Wiser's Legacy,9.02,0.35,15,$$,Rye-like,,,Canada,Blend
J.P. Wiser's Small Batch,8.53,0.26,11,$,Rye-like,,,Canada,Blend
J.P. Wiser's Special Blend,7.30,0.85,4,$,Rye-like,,,Canada,Blend
J.P. Wiser's Union 52,8.70,0.31,5,$$$,Rye-like,,,Canada,Blend
Jack Daniel's 150th Anniversary,8.91,0.32,3,$$$,Bourbon-like,,,USA,Bourbon
Jack Daniel's Gentleman Jack,7.91,0.37,12,$$,Bourbon-like,,,USA,Bourbon
Jack Daniel's Master Distiller (all series),8.60,0.23,4,$$,Bourbon-like,,,USA,Bourbon
Jack Daniel's No. 27 Gold Double Barrelled,8.02,0.11,3,$$$$,Bourbon-like,,,USA,Bourbon
Jack Daniel's Old No. 7,8.03,0.39,13,$$,Bourbon-like,,,USA,Bourbon
Jack Daniel's Rested Tennessee Rye (Batch 1/2),8.33,0.47,4,$$$,Rye-like,,,USA,Rye
Jack Daniel's Single Barrel,8.46,0.42,14,$$$,Bourbon-like,,,USA,Bourbon
Jack Daniel's Single Barrel Rye,8.68,0.23,4,$$$,Rye-like,,,USA,Rye
Jameson 12yo Special Reserve,8.36,0.25,9,$$$$,Scotch-like,,,Ireland,Blend
Jameson 18yo Limited Reserve,8.62,0.24,9,$$$$$,Scotch-like,,,Ireland,Blend
Jameson Blender's Dog Irish Whiskey,8.72,0.30,3,$$$$,Scotch-like,,,Ireland,Blend
Jameson Bold Irish Whiskey,8.38,0.39,3,$$$$,Scotch-like,,,Ireland,Blend
Jameson Caskmates Stout Edition,8.27,0.48,8,$$,Scotch-like,,,Ireland,Blend
Jameson Cooper's Croze Irish Whiskey,8.61,0.34,4,$$$$,Scotch-like,,,Ireland,Blend
Jameson Distiller's Safe Irish Whiskey,8.45,0.64,3,$$$$,Scotch-like,,,Ireland,Blend
Jameson Gold Reserve,8.46,0.39,10,$$$$,Scotch-like,,,Ireland,Blend
Jameson Irish Whiskey,7.82,0.51,19,$$,Scotch-like,,,Ireland,Blend
Jameson Lively Irish Whiskey,7.91,0.37,3,$$$$,Scotch-like,,,Ireland,Blend
Jameson Select Reserve (Black Barrel),8.37,0.37,17,$$,Scotch-like,,,Ireland,Blend
Jameson Signature Reserve,8.38,0.31,5,$$,Scotch-like,,,Ireland,Blend
Jefferson's 18yo Presidential Select,8.85,0.45,8,$$$$$+,Bourbon-like,,,USA,Bourbon
Jefferson's Ocean,8.53,0.19,6,$$,Bourbon-like,,,USA,Bourbon
Jefferson's Ocean Aged at Sea,8.64,0.39,3,$$$$,Bourbon-like,,,USA,Bourbon
Jefferson's Reserve Very Old Kentucky Straight Bourbon,8.51,0.38,7,$$$,Bourbon-like,,,USA,Bourbon
Jefferson's Straight Rye 10yo,8.61,0.37,7,$$$,Rye-like,,,USA,Rye
Jefferson's Very Small Batch Bourbon,7.92,0.71,8,$$,Bourbon-like,,,USA,Bourbon
Jim Beam 12yo Signature Craft,8.60,0.28,9,$$,Bourbon-like,,,USA,Bourbon
Jim Beam Black Label,8.21,0.42,15,$,Bourbon-like,,,USA,Bourbon
Jim Beam Bonded,8.59,0.35,8,$$,Bourbon-like,,,USA,Bourbon
Jim Beam Devil's Cut,8.06,0.51,16,$,Bourbon-like,,,USA,Bourbon
Jim Beam Distillers Masterpiece PX Sherry Cask Finish,8.39,0.36,4,$$$$$,Bourbon-like,,,USA,Bourbon
Jim Beam Distillers Series,7.66,1.58,4,$$,Bourbon-like,,,USA,Bourbon
Jim Beam Double Oak,8.17,0.46,6,$$,Bourbon-like,,,USA,Bourbon
Jim Beam Pre-Prohibition Rye,8.47,0.37,6,$,Rye-like,,,USA,Rye
Jim Beam Red Stag (Black Cherry),7.45,0.97,4,$,Bourbon-like,,,USA,Flavoured
Jim Beam Rye,7.93,0.62,9,$,Rye-like,,,USA,Rye
Jim Beam Single Barrel,8.65,0.21,4,$$,Bourbon-like,,,USA,Bourbon
Jim Beam White Label,7.66,0.48,17,$,Bourbon-like,,,USA,Bourbon
Johnnie Walker Black Label,8.27,0.47,22,$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Blue Label,8.53,0.38,14,$$$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Double Black,8.42,0.45,14,$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Explorers Club The Adventurer,7.91,0.08,3,$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Explorers Club The Gold Route,8.49,0.33,8,$$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Explorers Club The Royal Route,8.33,0.44,7,$$$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Explorers Club The Spice Road,8.37,0.56,9,$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Gold Label Reserve,8.29,0.33,16,$$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Green Label,8.54,0.40,17,$$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Platinum Label,8.48,0.41,15,$$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Red Label,7.39,0.62,18,$,Scotch-like,,,Scotland,Blend
Johnnie Walker Rye Cask Finish,8.38,0.55,5,$$$,Scotch-like,,,Scotland,Blend
Jura 10yo Origin,8.03,0.38,16,$$$,SingleMalt-like,I,I,Scotland,Malt
Jura 12yo Elixir,8.31,0.46,10,$$$,SingleMalt-like,ABC,C,Scotland,Malt
Jura 16yo,7.95,0.52,4,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Jura 16yo Diurach's Own,8.48,0.39,13,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Jura 21yo,8.24,0.74,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Jura 21yo 200th Anniversary,8.14,0.82,3,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Jura Brooklyn,8.77,0.21,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Jura Prophecy,8.65,0.31,15,$$$$,SingleMalt-like,J,J,Scotland,Malt
Jura Superstition,8.25,0.46,19,$$$,SingleMalt-like,I,I,Scotland,Malt
Jura Turas Mara,7.89,0.59,5,$$,SingleMalt-like,ABC,C,Scotland,Malt
Kakubin (Suntory Whisky),8.15,0.85,4,$$,Scotch-like,,,Japan,Blend
Karuizawa 1990 Sherry Butt,9.01,0.28,4,$$$$$+,SingleMalt-like,ABC,A,Japan,Malt
Karuizawa Asama Vintages 1999-2000,8.65,0.44,9,$$$$$+,SingleMalt-like,ABC,C,Japan,Malt
Kavalan Concertmaster Port Cask,8.28,0.54,18,$$$$,SingleMalt-like,ABC,C,Taiwan,Malt
Kavalan Distillery Reserve Peaty Cask,8.77,0.35,4,$$$$$+,SingleMalt-like,I,I,Taiwan,Malt
Kavalan ex-Bourbon Oak,9.08,0.22,3,$$$$,SingleMalt-like,EF,E,Taiwan,Malt
Kavalan King Car Conductor,8.42,0.37,8,$$$$,SingleMalt-like,GH,G,Taiwan,Malt
Kavalan Podium,8.81,0.36,7,$$$$,SingleMalt-like,GH,G,Taiwan,Malt
Kavalan Sherry Oak,8.73,0.27,5,$$$$$,SingleMalt-like,ABC,B,Taiwan,Malt
Kavalan Single Malt Whisky,8.42,0.50,17,$$$$,SingleMalt-like,GH,G,Taiwan,Malt
Kavalan Solist Ex-Bourbon,8.87,0.24,17,$$$$$,SingleMalt-like,EF,E,Taiwan,Malt
Kavalan Solist Fino Sherry Cask,9.00,0.35,10,$$$$$+,SingleMalt-like,ABC,A,Taiwan,Malt
Kavalan Solist Port Cask,9.00,0.43,3,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Kavalan Solist Sherry Cask,9.12,0.35,14,$$$$$,SingleMalt-like,ABC,A,Taiwan,Malt
Kavalan Solist Vinho Barrique,8.98,0.34,13,$$$$$,SingleMalt-like,ABC,A,Taiwan,Malt
Kilbeggan 8yo Single Grain (Greenore),8.13,0.38,11,$$,Scotch-like,,,Ireland,Grain
Kilbeggan Irish Reserve Malt Whiskey,7.98,0.52,6,$$,SingleMalt-like,GH,G,Ireland,Malt
Kilchoman 100% Islay (all editions),8.76,0.25,15,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman 2007 Vintage,8.95,0.29,9,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman 2008 Vintage,9.02,0.22,5,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Bourbon Single Cask,8.95,0.24,12,$$$$,SingleMalt-like,I,I,Scotland,Malt
Kilchoman Coull Point,8.82,0.14,6,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Kilchoman Loch Gorm,8.87,0.26,19,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Kilchoman Machir Bay (all vintages),8.77,0.23,20,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Madeira Cask Matured,8.60,0.34,7,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Kilchoman Original Cask Strength,8.93,0.60,7,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Port Cask Matured,9.07,0.19,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Kilchoman PX Sherry Finish,8.88,0.19,7,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Kilchoman Sanaig,8.73,0.27,12,$$$$,SingleMalt-like,I,I,Scotland,Malt
Kilchoman Sherry Single Cask,8.63,0.55,13,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Kilchoman Spring 2011 Release,8.74,0.24,8,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Winter 2010 Release,8.54,0.15,4,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilkerran 12yo,8.92,0.19,11,$$$,SingleMalt-like,GH,G,Scotland,Malt
Kilkerran Work in Progress,8.57,0.32,14,$$$$,SingleMalt-like,GH,G,Scotland,Malt
Kilkerran Work in Progress Bourbon Wood,8.77,0.42,10,$$$$,SingleMalt-like,GH,G,Scotland,Malt
Kilkerran Work in Progress Sherry Wood,8.58,0.31,9,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Kininvie 17yo (all batches),8.83,0.33,9,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt
Kininvie 23yo (all batches),8.57,0.34,8,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt
Kirin 18yo (Fuji Sanroku),8.94,0.56,3,$$$$$+,SingleMalt-like,GH,G,Japan,Malt
Kirin 50% Blend (Fuji Gotemba),8.35,0.49,3,$$$$,Scotch-like,,,Japan,Blend
Knappogue Castle 12yo,8.50,0.40,12,$$$,SingleMalt-like,GH,G,Ireland,Malt
Knappogue Castle 14yo Twin Wood,8.10,0.73,4,$$$$,SingleMalt-like,EF,E,Ireland,Malt
Knappogue Castle 16yo Twin Wood,8.78,0.49,5,$$$$,SingleMalt-like,ABC,C,Ireland,Malt
Knappogue Castle Vintage,8.08,0.80,5,$$$,SingleMalt-like,GH,H,Ireland,Malt
Knob Creek Single Barrel Reserve Bourbon,8.75,0.29,11,$$$,Bourbon-like,,,USA,Bourbon
Knob Creek Small Batch 9yo Bourbon,8.61,0.40,21,$$,Bourbon-like,,,USA,Bourbon
Knob Creek Small Batch Straight Rye Whiskey,8.54,0.38,16,$$$,Rye-like,,,USA,Rye
Knockando 12yo (All Vintages),7.94,0.42,12,$$,SingleMalt-like,GH,G,Scotland,Malt
Koval Single Barrel Bourbon,8.67,0.33,7,$$$,Bourbon-like,,,USA,Bourbon
Koval Single Barrel Four Grain,8.54,0.19,5,$$$$,Bourbon-like,,,USA,Grain
Koval Single Barrel Millet Whiskey,8.17,0.34,4,$$$,Bourbon-like,,,USA,Grain
Koval Single Barrel Rye,8.08,0.31,5,$$$,Rye-like,,,USA,Rye
Lagavulin 12yo Cask Strength,9.12,0.17,19,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Lagavulin 16yo,9.23,0.23,25,$$$$,SingleMalt-like,J,J,Scotland,Malt
Lagavulin 8yo,8.85,0.26,15,$$$$,SingleMalt-like,J,J,Scotland,Malt
Lagavulin Distiller's Edition (All Vintages),9.04,0.23,20,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 10yo,8.86,0.25,20,$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 10yo Cask Strength (all batches),8.96,0.34,19,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 15yo (200th Anniversary),8.80,0.29,15,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 18yo,9.03,0.26,18,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 21yo,9.22,0.24,9,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 25yo,9.16,0.30,15,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Laphroaig An Cuan Mor,8.87,0.14,11,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Cairdeas 2013 Port Wood,8.84,0.46,12,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Laphroaig Cairdeas 2014 Amontillado,8.96,0.22,9,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Cairdeas 2015,9.17,0.16,7,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Cairdeas 2016 Madeira,8.85,0.45,10,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Lore,8.86,0.30,13,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig PX Triple Matured,8.64,0.57,12,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Laphroaig QA Cask,8.29,0.58,9,$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Quarter Cask,9.02,0.27,21,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Select,8.29,0.37,12,$$$,SingleMalt-like,ABC,C,Scotland,Malt
Laphroaig Triple Wood,8.70,0.34,17,$$$$,SingleMalt-like,J,J,Scotland,Malt
Larceny Small Batch Bourbon,8.38,0.24,10,$$,Bourbon-like,,,USA,Bourbon
Ledaig 10yo,8.34,0.37,20,$$$,SingleMalt-like,I,I,Scotland,Malt
Ledaig 18yo,8.58,0.77,7,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Ledaig 42yo Old Dusgadh,9.48,0.27,3,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt
Linkwood 12yo (F&F),8.59,0.35,6,$$$$,SingleMalt-like,GH,H,Scotland,Malt
Loch Lomond,7.55,0.45,10,$,SingleMalt-like,GH,H,Scotland,Malt
Lohin McKinnon,7.92,0.11,3,$$$,Rye-like,,,Canada,Rye
Longmorn 15yo,8.83,0.36,8,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Longmorn 16yo,8.74,0.33,17,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Longmorn Distiller's Choice,7.98,0.32,8,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Longrow 10yo,8.58,0.40,12,$$$$,SingleMalt-like,GH,G,Scotland,Malt
Longrow 10yo Tokaji Finish,7.49,1.08,6,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Longrow 18yo,9.10,0.27,10,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Longrow 7yo Gaja Barolo Finish,8.56,0.55,6,$$$$,SingleMalt-like,I,I,Scotland,Malt
Longrow CV,8.82,0.29,15,$$$,SingleMalt-like,J,J,Scotland,Malt
Longrow Peated,8.83,0.18,12,$$$,SingleMalt-like,J,J,Scotland,Malt
Longrow Red 11yo Australian Shiraz,8.83,0.34,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Longrow Red 11yo Cabernet Sauvignon,8.36,1.18,10,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Longrow Red 11yo Port Cask,8.71,0.37,12,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Longrow Red 12yo Pinot Noir Finish,8.86,0.37,6,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Longrow Red 14yo Burgundy Wood,8.54,0.69,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Lot 40,8.91,0.36,20,$$,Rye-like,,,Canada,Rye
Lot 40 Cask Strength,9.27,0.20,3,,Rye-like,,,Canada,Rye
Macallan 10yo Fine Oak,8.24,0.30,17,$$$,SingleMalt-like,EF,E,Scotland,Malt
Macallan 10yo Sherry Oak,8.42,0.34,9,$$$,SingleMalt-like,ABC,A,Scotland,Malt
Macallan 10yo Sherry Oak Cask Strength,8.88,0.51,6,$$$$$+,SingleMalt-like,ABC,A,Scotland,Malt
Macallan 12yo Double Cask,8.59,0.41,6,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Macallan 12yo Fine Oak,8.48,0.40,14,$$$$,SingleMalt-like,GH,G,Scotland,Malt
