name,rating,rabble,price,alt_brand
McIvor 12yr Scotch,Unrated,Unrated,$30,12 mcivor
McIvor Scotch,382,4.0,$13,mcivor
Monarch of the Glen 12yr Blended Scotch,557,3.0,$20,12 blended glen monarch of the
Monarch of the Glen 3yr Blended Scotch,361,Unrated,$15,3 blended glen monarch of the
Montgomeries Ben Nevis 1995 Scotch,407,Unrated,$57,1995 ben montgomeries nevis
Montgomeries Tobermory 1994 Single Malt Scotch,593,Unrated,$72,1994 montgomeries tobermory
Mortlach 25yr Single Malt Scotch,576,Unrated,$1000,25 mortlach
Naked Grouse Blended Scotch,395,Unrated,$46,blended grouse naked
Oban 14yr Single Malt Scotch,566,3.8,$75,14 oban
Oban 1992 Single Malt Scotch,Unrated,Unrated,$100,1992 oban
Oban 21yr Cask Strength Single Malt Scotch,Unrated,Unrated,$450,21 cask oban strength
Oban Little Bay Single Malt Scotch,651,Unrated,$65,bay little oban
Ogilvies Scotch,Unrated,Unrated,$30,ogilvies
Old Keeper Blended Scotch,Unrated,Unrated,$20,blended keeper old
Old Pulteney 17yr Scotch,492,4.8,$99,17 old pulteney
Old Pulteney 30yr Single Malt Scotch,436,Unrated,$400,30 old pulteney
Old Smuggler Blended Scotch,Unrated,2.3,$15,blended old smuggler
Origine 12yr Single Malt Scotch,Unrated,3.5,$34,12 origine
Pebble Beach 12yr Scotch,Unrated,Unrated,$70,12 beach pebble
Pinch Blended Scotch,Unrated,4.3,$40,blended pinch
Poit Dubh 12yr Scotch,395,Unrated,$100,12 dubh poit
Port Dundas 18yr Single Grain Scotch,603,Unrated,$99,18 dundas grain port single
Port Ellen 29yr Single Malt Scotch,Unrated,Unrated,$500,29 ellen port
Prometheus 26yr Single Malt Scotch,507,Unrated,$950,26 prometheus
Provenance Inchgower 12yr Scotch,446,Unrated,$90,12 inchgower provenance
Real MacKenzie Scotch,Unrated,Unrated,$185,mackenzie real
Ron Burgundy Blended Scotch,Unrated,Unrated,$33,blended burgundy ron
Royal Brackla 21yr Cawdor Estate Scotch,603,Unrated,$250,21 brackla cawdor estate royal
Scallywag Blended Malt Scotch,566,Unrated,$60,blended malt scallywag
Scapa 16yr Single Malt Scotch,378,Unrated,$75,16 scapa
Scapa Skiren Orcadian Single Malt Scotch,609,Unrated,$80,orcadian scapa skiren
Scottish Leader Original Blended Scotch,Unrated,Unrated,$20,blended leader original scottish
Seagrams 100 Pipers Scotch Whisky,Unrated,1.5,$30,100 pipers scotch seagrams
Shetland Reel Blended Malt Scotch,507,Unrated,$57,blended malt reel shetland
Shieldaig 18yr Single Malt Scotch,490,Unrated,$50,18 shieldaig
Shieldaig Finest Old Highland Scotch,370,Unrated,$20,finest highland old shieldaig
Shieldaig Finest Old Speyside Scotch,341,Unrated,$18,finest old shieldaig speyside
Sia Blended Scotch,566,Unrated,$50,blended sia
Singleton of Dufftown 12yr Single Malt Scotch,Unrated,2.0,$40,12 dufftown of singleton
Singleton of Dufftown 21yr Single Malt Scotch,419,Unrated,$192,21 dufftown of singleton
Singleton of Dufftown Sunray Single Malt Whisky,Unrated,Unrated,$50,dufftown of singleton sunray
Sir Edwards 12yr Blended Scotch,454,Unrated,$25,12 blended edwards sir
Six Isles Blended Malt Scotch,481,Unrated,$53,blended isles malt six
Smokey Joe Islay Malt Scotch,395,Unrated,$55,islay joe malt smokey
Snow Grouse Blended Scotch,Unrated,5.0,$25,blended grouse snow
Spey River 12yr Single Malt Scotch,545,Unrated,$40,12 river spey
Speyburn 25yr Single Malt Scotch,603,Unrated,$249,25 speyburn
Speyburn Bradan Orach Single Malt Scotch,593,3.8,$35,bradan orach speyburn
Spinnaker 12yr Single Malt Scotch,545,Unrated,$40,12 spinnaker
Springbank 12yr Cask Strength Single Malt Scotch,Unrated,Unrated,$90,12 cask springbank strength
Springbank 18yr Single Malt Scotch,Unrated,5.0,$150,18 springbank
Springbank 9yr Marsala Single Malt Scotch,Unrated,Unrated,$110,9 marsala springbank
Stewarts Cream of the Barley Blended Scotch,Unrated,Unrated,$25,barley blended cream of stewarts the
Strathbeag Special Reserve Blended Scotch,419,Unrated,$20,blended reserve special strathbeag
Strathisla 25yr Single Malt Scotch,Unrated,Unrated,$170,25 strathisla
Strathisla 40yr Single Malt Scotch,Unrated,Unrated,$210,40 strathisla
Stronachie 18yr Single Malt Scotch,576,Unrated,$80,18 stronachie
Sutcliffe and Son Exceptional Malt Scotch,624,Unrated,$110,and exceptional malt son sutcliffe
Talisker 10yr Scotch,586,4.2,$65,10 talisker
Talisker 18yr Single Malt Scotch,Unrated,5.0,$90,18 talisker
Talisker 30yr Single Malt Scotch,Unrated,Unrated,$500,30 talisker
Talisker Storm Single Malt Scotch,631,4.6,$55,storm talisker
Tamdhu 10yr Scotch,569,4.0,$65,10 tamdhu
Tamnavulin 1967 37yr Single Malt Scotch,Unrated,Unrated,$242,1967 37 tamnavulin
Teachers Highland Cream Blended Scotch,Unrated,3.5,$18,blended cream highland teachers
The Glenlivet 1983 Cellar Collection,Unrated,Unrated,$250,1983 cellar collection glenlivet
Tobermory 15yr Single Malt Scotch,586,Unrated,$130,15 tobermory
Tomatin 12yr Scotch,627,3.9,$40,12 tomatin
Tomatin 15yr Highland Scotch,445,Unrated,$50,15 highland tomatin
Tomatin 1988 Single Malt Scotch,629,4.0,$250,1988 tomatin
Tomatin 30yr Scotch,445,Unrated,$250,30 tomatin
Tomatin 40yr Scotch,Unrated,Unrated,$800,40 tomatin
Tomatin Cu Bocan Single Malt Scotch,487,Unrated,$50,bocan cu tomatin
Tomatin Dualchas Single Malt Scotch,424,Unrated,$25,dualchas tomatin
Tomintoul 10yr Single Malt Scotch,Unrated,Unrated,$35,10 tomintoul
Tomintoul 14yr Portwood Scotch,Unrated,Unrated,$60,14 portwood tomintoul
Tomintoul 1976 Vintage Scotch,Unrated,Unrated,$378,1976 tomintoul vintage
Tomintoul 27yr Single Malt Scotch,Unrated,Unrated,$160,27 tomintoul
Tomintoul Peaty Tang Scotch,Unrated,Unrated,$47,peaty tang tomintoul
Tormore 12yr Scotch,Unrated,Unrated,$40,12 tormore
Torran Scotch,370,Unrated,$21,torran
Tullibardine 1993 Single Malt Scotch,352,Unrated,$54,1993 tullibardine
Tweeddale 12yr Batch 3 Blended Scotch,557,Unrated,$75,12 3 batch blended tweeddale
Usquaebach Old Rare Blended Scotch,650,Unrated,$115,blended old rare usquaebach
Wemyss Malts 12yr Hive Blended Scotch,604,Unrated,$74,12 blended hive malts wemyss
Wemyss Malts Smooth Gentleman Blended Scotch,385,Unrated,$40,blended gentleman malts smooth wemyss
Whiskey Peddler Macallan,Unrated,Unrated,$100,macallan peddler
Whyte and Mackay 13yr Scotch,449,4.0,$30,13 and mackay whyte
Whyte and Mackay 22yr Scotch,452,Unrated,$81,22 and mackay whyte
Whyte and Mackay 40yr Old Scotch,Unrated,Unrated,$1110,40 and mackay old whyte
Wild Scotsman 15yr Scotch,Unrated,Unrated,$80,15 scotsman wild
Wild Scotsmans 13yr Mortlach Scotch,Unrated,Unrated,$60,13 mortlach scotsmans wild
William Lawsons Blended Scotch,464,Unrated,$30,blended lawsons william
Windsor Black 17yr Blended Scotch,378,Unrated,$41,17 black blended windsor
